,Name,Rating,Reviews,Category,Location,Contact Number,Website,Description,Meta
102,RentAClassic Nelson,4.8,20,Car rental agency,Closed ⋅ Opens 8 am · +64 210 747 105,N/A,http://www.rentaclassic.co.nz/,"""Drive superb sports and convertible cars on some of the most scenic and exciting roads in the world.

Classics from MG and Alfa Romeo, modern sporting Minis and Mercedes, sonorous V8s from Jaguar and Lexus. All hires come with unlimited kms and a personal handover to ensure you're more than comfortable. Automatics and manuals, 2 or 4 seaters, we've got something for every price range, and our customer testimonials are second to none.

Cars available from our Nelson and Christchurch bases, just 10 minutes from the airports.

Elegance, character, luxury, fun.....Drive Something Different with RentAClassic!""","4.8
(20) · Car rental agency"
103,Great Rentals LTD Car Rental,4.0,68,Car rental agency,"Auckland, New Zealand",+64 9 580 0588,N/A,N/A,"4.0
(68) · Car rental agency"
104,Avis Car and Truck Rental Wellington City,3.9,45,Car rental agency,"Wellington, New Zealand",+64 4 801 8108,https://www.avis.co.nz/en/locations/nz/wellington/wl3?utm_source=gmb&utm_medium=organic&utm_campaign=wellington-downtown,"""Discover the range of car rentals available in Wellington City with Avis. Our Wellington City branch offers small and medium cars for a busy day in city, luxurious premium models for the corporate traveller and SUVs or 4WDs that would make the perfect accompaniment for a family holiday. Plus Avis also offers electric car rentals, and a full range of utes, vans, and moving trucks for various commercial needs. Choose Avis for great service and best value truck and car hire in Wellington City.""","3.9
(45) · Car rental agency"
105,Hertz Car Rental Christchurch Airport,3.7,140,Car rental agency,"Christchurch, New Zealand",+64 3 358 6730,https://www.hertz.co.nz/p/car-rentals/new-zealand/christchurch/christchurch-airport?utm_source=google&utm_medium=local&utm_campaign=gmb_listing&utm_content=christchurch%20airport,N/A,"3.7
(140) · Car rental agency"
106,Top Rental,4.7,62,Car rental agency,"Auckland, New Zealand",+64 800 668 628,https://www.toprental.co.nz/,N/A,"4.7
(62) · Car rental agency"
107,Europcar Wellington Ferry Station,3.7,100,Car rental agency,"Wellington, New Zealand",+64 4 473 0480,https://www.europcar.co.nz/en-nz/stations/new-zealand/wellington-ferry-terminal?utm_campaign=WLGP01&utm_medium=organic&utm_source=local,"""Welcome to Europcar Wellington car rental agency! Friendly service, new cars and competitive prices are part of our daily offer. Whether you want to rent a car for business or pleasure, whether you need a car (city, family or luxury car), a van or or a truck, Europcar has the rental vehicle for you. Car and van rental is simplified with Europcar’s online booking on our website or app. Collecting and dropping off your vehicle has never been easier. Enjoy your ride!""","3.7
(100) · Car rental agency"
108,ACE Rent A Car,4.0,30,Car rental agency,"Picton, New Zealand",+64 800 502 277,https://www.acerentalcars.co.nz/,N/A,"4.0
(30) · Car rental agency"
109,Abell Rentals,4.4,135,Car rental agency,"Christchurch, New Zealand",+64 3 358 9342,https://www.abell.co.nz/,"""Abell Rentals is a well established, privately owned and operated nationwide business. Specialising in trailer and vehicle hire and leasing packages to suit your needs from long or short term, one day to one year. We also offer one way hires between our nationwide rental locations. With a well maintained fleet of vehicles and trailers, we use only New Zealand designed and built Briford trailers that have been proven in the rental industry. From moving vans and trucks to minivans and minibus hire - we do it all, and at a competitive price!""","4.4
(135) · Car rental agency"
110,Bargain Rental Cars - East Tamaki,4.7,30,Car rental agency,"Auckland, New Zealand",+64 9 282 0918,https://www.bargainrentalcars.co.nz/,"""When you rent a car from Bargain Rental Cars in East Tamaki, you are supporting a family business 100% New Zealand owned and operated for over 20 years.

You will always be provided with a personal service that ensures you get a rental vehicle that is not only a pleasure to drive, but gives you value for money.

Services we provide: Car rental, van rental, minivan rental & people mover rental

If you are looking for a car rental agency in East Tamaki or in South Auckland, look no further. Bargain Rental Cars has the friendliest service in town and maybe the best prices too.

Call us today on 09-282 0918 or book online

Remember, for cheap and reliable rental cars in East Tamaki, think Bargain Rental Cars""","4.7
(30) · Car rental agency"
111,Nelson Car Hire,4.6,57,Car rental agency,"Nelson, New Zealand",+64 800 283 545,https://www.nelsoncarhire.co.nz/,N/A,"4.6
(57) · Car rental agency"
112,Mode Rentals,3.9,96,Car rental agency,"Auckland, New Zealand",+64 9 373 3925,https://www.moderentals.co.nz/,"""Mode Rentals Auckland is a Kiwi owned, independent car rental company offering reliable vehicles for hire. Located in Auckland CBD, our rental fleet includes economical and compact cars, SUVs, 8-seater people movers, and 10 and 12-seater vans. Enjoy Kiwi hospitality during normal hours and with a small after-hours fee for early or late arrivals. Extra items such as baby car seats, infant capsules or GPS can be hired, but our staff will share our local knowledge and enthusiasm about New Zealand for free. We offer drop-off options at any of our branches across New Zealand. Whatever your vehicle needs, visiting family or friends, road trip, function or business travel, we’d be honoured to help you find your mode.""","3.9
(96) · Car rental agency"
113,"Rite Price Rentals (Tauranga Airport) - Car, Van & Truck Rentals",4.7,62,Car rental agency,"Mount Maunganui, New Zealand",+64 7 575 2726,https://www.ritepricerentals.co.nz/,"""Affordable & Reliable Rental Vehicles at Tauranga Airport! Book your rental car or van in Tauranga from one of our two friendly and convenient branches (Tauranga City & Airport). Our Airport branch includes pickup from the car rental booth in terminal to get you on the way!

Rite Price Rentals offers a wide variety of rental cars and vans to suit every budget. The Team and Rite Price Rentals will always go the extra mile to ensure you have the best possible experience.""""","4.7
(62) · Car rental agency"
114,Apex Car Rentals Greymouth Railway Station,4.4,28,Car rental agency,"Greymouth, New Zealand",+64 3 768 0785,https://www.apexrentals.co.nz/rental-car-locations/greymouth-railway-station-branch,"""Apex Car Rentals Greymouth Railway Station is located inside the station building in central Greymouth.

Book online and choose from a wide selection of rental vehicles including small economy cars, mid-sized and full sized sedans, station wagons, 4WD's, and people movers.

We pride ourselves on delivering exceptional service and respecting the cultural diversity of our customers.

Try Apex Greymouth Railway Station for your next car hire and discover why our customers rate us the best car rental company in New Zealand.""","4.4
(28) · Car rental agency"
115,Darn Cheap Rentals,4.5,65,Car rental agency,"Lower Hutt, New Zealand",+64 800 800 327,http://www.dcrentals.co.nz/,N/A,"4.5
(65) · Car rental agency"
116,Hertz Car Rental Napier Airport,4.4,20,Car rental agency,"Napier, New Zealand",+64 6 835 6169,https://www.hertz.co.nz/p/car-rentals/new-zealand/napier/napier-airport?utm_source=google&utm_medium=local&utm_campaign=gmb_listing&utm_content=napier%20airport,N/A,"4.4
(20) · Car rental agency"
117,Thrifty Car Rental Wellington Downtown,4.7,3,Car rental agency,"Wellington, New Zealand",+64 800 737 070,https://thrifty.co.nz/locations/wellington-downtown?utm_medium=organic&utm_source=google&utm_campaign=gmb&utm_content=wellington_downtown,"""Whether you are travelling with family, friends or your significant other, the team at Thrifty are here to help. Our versatile fleet ticks the box for all kinds of adventures, so if you’re going on a family road trip, skiing with mates, or moving house; we’ve got the rental car, van or truck to meet your needs.

Thrifty Car Rental Wellington Downtown is located 5 minutes from the centre of Wellington city.""","4.7
(3) · Car rental agency"
118,Auckland Rent A Car,4.4,21,Car rental agency,"Auckland, New Zealand",N/A,https://car24.top/car-rental/new-zealand-auckland-airport-international-terminal-akl,"""Auckland Rent A Car offers a convenient car rental service for travelers arriving at Auckland International Airport. Located directly within the international terminal, the company provides easy access to a fleet of vehicles for exploring New Zealand.""","4.4
(21) · Car rental agency"
119,Tasman Rent A Car,4.3,61,Car rental agency,"Auckland, New Zealand",+64 9 307 3553,http://www.smartcarrental.co.nz/,N/A,"4.3
(61) · Car rental agency"
120,Europcar Christchurch Airport,3.8,391,Car rental agency,"Christchurch, New Zealand",+64 3 357 9202,https://www.europcar.co.nz/en-nz/stations/new-zealand/christchurch-airport?utm_campaign=CHCT01&utm_medium=organic&utm_source=local,"""Pickup and drop off is available outside of normal business hours by prior arrangement.* Europcar Christchurch car rental agency, friendly service, new cars and competitive prices are part of our daily offer. Whether you want to rent a car for business or pleasure, whether you need a car (city, family or luxury car), a van or a truck, Europcar has the rental vehicle for you. Car and van rental is simplified with Europcar’s online booking on our website or app. Collecting and dropping off your vehicle has never been easier. Enjoy your ride!*Additional ""after hours"" fees may apply.""","3.8
(391) · Car rental agency"
121,Budget Car & Truck Rental Auckland Airport,2.8,210,Car rental agency,"Auckland, New Zealand",+64 9 256 8453,https://www.budget.co.nz/en/locations/nz/auckland-ni/akl?utm_source=gmb&utm_medium=organic&utm_campaign=auckland-airport,"""Discover Budget Car Rentals at Auckland Airport, offering a diverse fleet of new rental vehicles, including trucks and electric car rental options, tailored for every journey. Whether navigating town commutes or embarking on leisure travel, secure exceptional deals on car, van, and truck rentals with Budget. With the convenience of car rental at Auckland Airport, Budget stands out as your reliable and budget-friendly choice. With over 40 car hire locations in New Zealand, you're Good to Go with Budget. Choose Budget Car Rentals for reliable and budget-friendly options at Auckland Airport and beyond.""","2.8
(210) · Car rental agency"
122,Avis Car and Truck Rental Auckland Airport,3.3,204,Car rental agency,"Auckland, New Zealand",+64 9 256 8366,https://www.avis.co.nz/en/locations/nz/auckland/akl?utm_source=gmb&utm_medium=organic&utm_campaign=auckland-airport,"""Welcome to Avis at Auckland Airport, your go-to for car rental in Auckland, New Zealand. Explore our diverse range of new hire vehicles designed for every traveller. From compact and midsize cars for city tours to luxurious models offering comfort and style, and spacious SUVs or 4WDs perfect for family getaways. Avis also provides a full fleet of utes, vans, and moving trucks for any need. Choose Avis for exceptional service and a variety of vehicles, ensuring a great travel experience at every turn, including options for electric car rental.""","3.3
(204) · Car rental agency"
123,Hertz Car Rental Tauranga Airport,4.3,18,Car rental agency,"Tauranga, New Zealand",+64 7 578 9143,https://www.hertz.co.nz/p/car-rentals/new-zealand/tauranga/tauranga-airport?utm_source=google&utm_medium=local&utm_campaign=gmb_listing&utm_content=tauranga%20airport,"""Welcome to Hertz New Zealand. Explore New Zealand in your own car by booking with Hertz. Choose a pickup location from any one of our branches spread across 43 locations throughout New Zealand. Take advantage of our extensive vehicle rental selection and make your booking online instantly using the reservations system above or check out our latest offers available on car rental. With great deals on car rental, Hertz the best place to book your car hire.""","4.3
(18) · Car rental agency"
124,Europcar Nelson Airport,4.5,71,Car rental agency,"Nelson, New Zealand",+64 3 265 5201,https://www.europcar.co.nz/en-nz/stations/new-zealand/nelson-airport?utm_campaign=NSNT01&utm_medium=organic&utm_source=local,"""Pickup and drop off is available outside of normal business hours by prior arrangement.* Europcar Nelson car rental agency, friendly service, new cars and competitive prices are part of our daily offer. Whether you want to rent a car for business or pleasure, whether you need a car (city, family or luxury car), a van or a truck, Europcar has the rental vehicle for you. Car and van rental is simplified with Europcar’s online booking on our website or app. Collecting and dropping off your vehicle has never been easier. Enjoy your ride!*Additional ""after hours"" fees may apply.""","4.5
(71) · Car rental agency"
125,AB Vehicle Rentals Ltd,4.9,11,Car rental agency,"Auckland, New Zealand",+64 9 274 7455,https://www.abrentals.co.nz/,N/A,"4.9
(11) · Car rental agency"
126,NZ 4WD Hire Christchurch,5.0,1,Car rental agency,"Christchurch, New Zealand",+64 3 348 7516,https://www.newzealand4wdhire.co.nz/branches/christchurch,"""New Zealand 4WD Hire Christchurch Airport offers a huge range of late model 4x4 wheel drive vehicles for hire at competitive prices. We are located just 5 minutes from Christchurch Airport.

Collecting your 4 wheel drive vehicle at Christchurch Airport is very simple! Give us a call on 0800 736 823 (press 5 and then 1 at the prompt) from any public phone inside the airport, or from your mobile on +64 3 348 7516.

We offer a convenient Christchurch Airport pickup and drop off service from the Christchurch Domestic and International Airport terminals.""","5.0
(1) · Car rental agency"
127,Budget Christchurch Downtown Rent-A-Car,4.0,8,Car rental agency,"Christchurch, New Zealand",+64 3 930 6102,https://www.budget.co.nz/en/home?utm_source=GMB&utm_medium=organic&utm_campaign=Christchurch-Downtown,N/A,"4.0
(8) · Car rental agency"
128,Budget Car & Truck Rental Wellington City,3.5,41,Car rental agency,"Wellington, New Zealand",+64 4 802 4548,https://www.budget.co.nz/en/locations/nz/wellington-ni/wl3?utm_source=gmb&utm_medium=organic&utm_campaign=wellington-downtown,"""Explore the diverse range of cheap car and truck hire vehicles at our Wellington City branch with Budget. Whether navigating the bustling city or embarking on a holiday, secure the best car, van, and truck hire deals at Budget Car and Truck hire in Wellington. With over 40 car hire locations in New Zealand, Budget ensures you're Good to Go. Choose Budget Car Rentals for a seamless and affordable experience, perfect for those seeking reliable and budget-friendly car rentals in Wellington.""","3.5
(41) · Car rental agency"
129,Avis Car and Truck Rental Palmerston North Airport,4.5,8,Car rental agency,"Palmerston North, New Zealand",+64 6 357 0168,https://www.avis.co.nz/en/locations/nz/palmerston-north/pmr?utm_source=gmb&utm_medium=organic&utm_campaign=palmerston-north-airport,"""Welcome to Avis at Palmerston North Airport, your go-to for car rental in Palmerston North, New Zealand. Explore our diverse range of new hire vehicles designed for every traveller. From compact and midsize cars for city tours to luxurious models offering comfort and style, and spacious SUVs or 4WDs perfect for family getaways. Avis also provides a full fleet of utes, vans, and moving trucks for any need. Choose Avis for exceptional service and a variety of vehicles, ensuring a great travel experience at every turn.""","4.5
(8) · Car rental agency"
130,Thrifty Car Rental Blenheim Airport,4.7,13,Car rental agency,"Blenheim, New Zealand",+64 800 737 070,https://thrifty.co.nz/locations/blenheim-airport?utm_medium=organic&utm_source=google&utm_campaign=gmb&utm_content=blenheim_airport,"""Whether you are travelling with family, friends or your significant other, the team at Thrifty are here to help. Our versatile fleet ticks the box for all kinds of adventures, so if you’re going on a family road trip, skiing with mates, or moving house; we’ve got the rental car, van or truck to meet your needs.""","4.7
(13) · Car rental agency"
131,Europcar Picton City,3.9,55,Car rental agency,"Picton, New Zealand",+64 3 573 8800,https://www.europcar.co.nz/en-nz/stations/new-zealand/picton-city?utm_campaign=PCNC01&utm_medium=organic&utm_source=local,"""Europcar Picton car rental agency, friendly service, new cars and competitive prices are part of our daily offer. Whether you want to rent a car for business or pleasure, whether you need a car (city, family or luxury car), a van or a truck, Europcar has the rental vehicle for you. Car and van rental is simplified with Europcar’s online booking on our website or app. Collecting and dropping off your vehicle has never been easier. Enjoy your ride!""","3.9
(55) · Car rental agency"
132,Cars Direct Leasing,5.0,41,Car rental agency,"Wellington, New Zealand",+64 4 974 9278,http://www.carsdirectleasing.co.nz/,N/A,"5.0
(41) · Car rental agency"
133,Ace Rental Cars Wellington Airport,3.3,124,Car rental agency,"Wellington, New Zealand",+64 800 502 277,https://www.acerentalcars.co.nz/locations/wellington-airport/?utm_source=google&utm_medium=local&utm_campaign=gmb_listing&utm_content=wellington_airport,"""We are an established deep-value car rental company and have been around for 30 years. Founded in 1987 in Auckland, New Zealand, we identified the consumer need for a budget-focused rental car company.

We now operate seventeen branches across fifteen cities throughout Australia and New Zealand. In addition to the core fleet of older vehicles, the company also provides a Premium fleet, featuring brand new vehicles with creature comforts at an attractive price.

We stick to our mission of providing the best value in rentals in Australia and New Zealand
Our focus on simplicity is underpinned by our values: friendly, confident, reliable, and straightforward.

We’re straight-talking and down to earth, so book your next rental car with us.""","3.3
(124) · Car rental agency"
134,Bargain Rental Cars - Tauranga,4.6,27,Car rental agency,"Tauranga, New Zealand",+64 800 566 701,https://www.bargainrentalcars.co.nz/,"""When you rent a car from Bargain Rental Cars in Tauranga, you are supporting a family business 100% New Zealand owned and operated for over 25 years.

You will always be provided with a personal service that ensures you get a rental vehicle that is not only a pleasure to drive, but gives you value for money.

Services we provide: Car rental, van rental, minivan rental & people mover rental

If you are looking for a car rental agency in Tauranga, look no further. Bargain Rental Cars has the friendliest service in town and maybe the best prices too.

Remember, for cheap and reliable rental cars in East Tamaki, think Bargain Rental Cars""","4.6
(27) · Car rental agency"
135,Apex Car Rentals Blenheim Airport,4.6,12,Car rental agency,"Blenheim, New Zealand",+64 3 573 7009,https://www.apexrentals.co.nz/rental-car-locations/blenheim-airport-branch,"""Choose Apex Car Rentals Blenheim Airport for your next car hire and discover why our customers rate us the best car hire company in New Zealand. Apex consistently receives 5-stars for the booking process, transperancy of costs and fees, vehicle availablity, value for money, customer service and overall satisfaction.""","4.6
(12) · Car rental agency"
136,Thrifty Car Rental Christchurch Airport,3.9,98,Car rental agency,"Christchurch, New Zealand",+64 800 737 070,https://thrifty.co.nz/locations/christchurch-airport?utm_medium=organic&utm_source=google&utm_campaign=gmb&utm_content=christchurch_airport,"""Whether you are travelling with family, friends or your significant other, the team at Thrifty are here to help. Our versatile fleet ticks the box for all kinds of adventures, so if you’re going on a family road trip, skiing with mates, or moving house; we’ve got the rental car, van or truck to meet your needs.

Thrifty Car Rental Christchurch Airport is located inside the international arrival’s terminal of Christchurch Airport.""","3.9
(98) · Car rental agency"
137,Hertz Car Rental Wellington Airport,3.3,64,Car rental agency,"Wellington, New Zealand",+64 4 388 7070,https://www.hertz.co.nz/p/car-rentals/new-zealand/wellington/wellington-airport?utm_source=google&utm_medium=local&utm_campaign=gmb_listing&utm_content=wellington%20airport,N/A,"3.3
(64) · Car rental agency"
138,Avis Car and Truck Rental Wellington Airport,3.8,37,Car rental agency,"Wellington, New Zealand",+64 4 802 1088,https://www.avis.co.nz/en/locations/nz/wellington/wlg?utm_source=gmb&utm_medium=organic&utm_campaign=wellington-airport,"""Welcome to Avis at Wellington Airport, your go-to for car rental in Wellington, New Zealand. Explore our diverse range of new hire vehicles designed for every traveller. From compact and midsize cars for city tours to luxurious models offering comfort and style, and spacious SUVs or 4WDs perfect for family getaways. Avis also provides a full fleet of utes, vans, and moving trucks for any need. Choose Avis for exceptional service and a variety of vehicles, ensuring a great travel experience at every turn.""","3.8
(37) · Car rental agency"
139,New Zealand Rent A Car Hamilton,2.5,2,Car rental agency,"Hamilton, New Zealand",N/A,https://www.nzrentacar.co.nz/,"""Welcome to New Zealand Rent A Car Hamilton, providing reliable Hamilton car rental at affordable rates.
Arrive at Hamilton Airport with the knowledge that your car rental needs have been met and all you have to decide is where to go next. Our car rental depot is located in central Hamilton for your convenience. We can pick you up in your rental car at the Airport, just 10 minutes drive from the city, or drop you off there when you leave.""","2.5
(2) · Car rental agency"
140,Christchurch Airport Car Rental,5.0,2,Car rental agency,"Christchurch, New Zealand",N/A,https://carhire.one/car-rental/new-zealand-christchurch,"""Christchurch Airport Car Rental caters to travellers arriving at Christchurch International Airport seeking a seamless transition to exploring New Zealand's South Island. They offer a variety of rental cars and vans to suit different travel needs and group sizes.""","5.0
(2) · Car rental agency"
141,Ace Rental Cars Wellington City,3.0,24,Car rental agency,"Wellington, New Zealand",+64 800 502 277,https://www.acerentalcars.co.nz/locations/wellington-city-car-rental/?utm_source=google&utm_medium=local&utm_campaign=gmb_listing&utm_content=wellington_city,"""We are an established deep-value car rental company and have been around for 30 years. Founded in 1987 in Auckland, New Zealand, we identified the consumer need for a budget-focused rental car company.

We now operate seventeen branches across fifteen cities throughout Australia and New Zealand. In addition to the core fleet of older vehicles, the company also provides a Premium fleet, featuring brand new vehicles with creature comforts at an attractive price.

We stick to our mission of providing the best value in rentals in Australia and New Zealand
Our focus on simplicity is underpinned by our values: friendly, confident, reliable, and straightforward.

We’re straight-talking and down to earth, so book your next rental car with us.""","3.0
(24) · Car rental agency"
142,Kiwi Direct Car Rentals,4.1,19,Car rental,"Auckland, New Zealand",+64 9 275 1810,https://www.rentalcarhire.co.nz/,N/A,"4.1
(19) · Car rental"
143,Europcar Palmerston North Airport,4.4,35,Car rental agency,"Palmerston North, New Zealand",+64 6 260 2320,https://www.europcar.co.nz/en-nz/stations/new-zealand/palmerston-north-airport?utm_campaign=PMRT01&utm_medium=organic&utm_source=local,"""Pickup and drop off is available outside of normal business hours by prior arrangement.* Europcar Palmerston North car rental agency, friendly service, new cars and competitive prices are part of our daily offer. Whether you want to rent a car for business or pleasure, whether you need a car (city, family or luxury car), a van or a truck, Europcar has the rental vehicle for you. Car and van rental is simplified with Europcar’s online booking on our website or app. Collecting and dropping off your vehicle has never been easier. Enjoy your ride!*Additional ""after hours"" fees may apply.""","4.4
(35) · Car rental agency"
144,Cross Country Rentals Car Van and Truck hire (Taranaki),4.9,65,Car rental agency,"New Plymouth, New Zealand",+64 800 777 994,http://www.crosscountryrentals.co.nz/,"""Whether you’re looking for a short-term rental or a long-term lease, Cross Country Rentals has got the vehicle for you. With more than 800 vehicles in our fleet, including cars, 4WD utes, vans, mini buses, people movers, trucks and trailers, we pride ourselves on offering high quality rental vehicles with competitive prices and hassle-free service with a smile – every time.""","4.9
(65) · Car rental agency"
145,Europcar Rotorua Airport,4.5,39,Car rental agency,"Rotorua, New Zealand",+64 7 346 1720,https://www.europcar.co.nz/en-nz/stations/new-zealand/rotorua-airport?utm_campaign=ROTT01&utm_medium=organic&utm_source=local,"""Pickup and drop off is available outside of normal business hours by prior arrangement.* Europcar Rotorua car rental agency, friendly service, new cars and competitive prices are part of our daily offer. Whether you want to rent a car for business or pleasure, whether you need a car (city, family or luxury car), a van or a truck, Europcar has the rental vehicle for you. Car and van rental is simplified with Europcar’s online booking on our website or app. Collecting and dropping off your vehicle has never been easier. Enjoy your ride!*Additional ""after hours"" fees may apply.""","4.5
(39) · Car rental agency"
146,Cross Country Rentals Car Van and Truck hire (Palmerston North),4.8,78,Car rental agency,"Palmerston North, New Zealand",+64 800 777 994,http://www.crosscountryrentals.co.nz/,"""Whether you’re looking for a short-term rental or a long-term lease, Cross Country Rentals has got the vehicle for you. With more than 800 vehicles in our fleet, including cars, 4WD utes, vans, mini buses, people movers, trucks and trailers, we pride ourselves on offering high quality rental vehicles with competitive prices and hassle-free service with a smile – every time.""","4.8
(78) · Car rental agency"
147,National Car Rental - Auckland Airport,4.3,3,Car rental agency,"Auckland, New Zealand",+64 9 870 3330,https://www.nationalcar.com/en/car-rental/locations/nz/auckland-airport-kzn1.html?mcid=yext:245709,"""Elevate your travel experience with National Car Rental Auckland Airport, where professionalism and excellence are our hallmarks. Our commitment to providing premium car rental services, competitive rates, and convenient locations ensures you enjoy a seamless and efficient journey. At National, you'll find a meticulously maintained fleet of vehicles tailored to your specific needs, from a compact car for efficient urban travel or a spacious SUV for client meetings outside the city centre, we provide the quality and reliability you expect from a professional car rental provider. So, you can get on your way quickly and benefit from speed and convenience during your pick-up and return.""","4.3
(3) · Car rental agency"
148,Hertz Car Rental Whakatane,4.6,28,Car rental agency,"Whakatāne, New Zealand",+64 7 308 6155,https://www.hertz.co.nz/p/car-rentals/new-zealand/whakatane/whakatane-downtown?utm_source=google&utm_medium=local&utm_campaign=gmb_listing&utm_content=whakatane%20downtown,N/A,"4.6
(28) · Car rental agency"
149,Car Rental Auckland Airport - Domestic Terminal,5.0,5,Car rental agency,"Auckland, New Zealand",N/A,https://carsportal.org/car-rental/new-zealand-auckland-airport-domestic-terminal-akl,N/A,"5.0
(5) · Car rental agency"
150,Apex Car Rentals Picton Ferry Terminal,4.3,26,Car rental agency,"Picton, New Zealand",+64 3 573 7009,https://www.apexrentals.co.nz/rental-car-locations/picton-ferry-branch,"""Apex Car Rentals Picton Ferry Terminal is located in the car park, just outside the Interislander Ferry Terminal building on the Picton waterfront.

Book online and choose from a wide selection of rental vehicles including small economy cars, mid-sized and full sized sedans, station wagons, 4WD's, and people movers.

We pride ourselves on delivering exceptional service and respecting the cultural diversity of our customers.

Try Apex Picton Ferry Terminal for your next car hire and discover why our customers rate us the best car rental company in New Zealand.""","4.3
(26) · Car rental agency"
151,Bargain Rental Cars - Silverdale,4.9,8,Car rental agency,"Silverdale, New Zealand",+64 800 566 701,https://www.bargainrentalcars.co.nz/,"""When you rent a vehicle from Bargain Rental Cars - Silverdale, you are supporting a family business 100% New Zealand owned and operated for over 20 years.

You will always be provided with a personal service that ensures you get a rental vehicle that is not only a pleasure to drive, but gives you value for money.

Services we provide: Car rental, van rental, minivan rental & people mover rental

If you are looking for a car rental agency in Silverdale and surround areas, look no further. Bargain Rental Cars has the friendliest service in town and maybe the best prices too.

Call us today on 09-9414044 or book online

Remember, for cheap and reliable rental cars in Silverdale, think Bargain Rental Cars""","4.9
(8) · Car rental agency"
152,Ezi Car Rental - Blenheim Airport,5.0,10,Car rental agency,"Blenheim, New Zealand",+64 800 545 000,https://www.ezicarrental.co.nz/,"""Established in 1998, we are one of New Zealand’s largest rental car operators, with over 25 years’ experience in the New Zealand rental car industry.
We are a team of over 200 passionate individuals, across 24 convenient locations nationwide. Our aim is to provide the greatest rental experience possible across Aotearoa, and to make it ezi!""","5.0
(10) · Car rental agency"
153,Avis Car Rental Taupo Downtown,3.7,15,Car rental agency,"Taupō, New Zealand",+64 7 378 6305,https://www.avis.co.nz/en/locations/nz/taupo/ta3?utm_source=gmb&utm_medium=organic&utm_campaign=taupo-downtown,"""Discover the range of car rentals available in Taupo with Avis. Our Taupo branch offers small and medium cars for a busy day in city, luxurious premium models for the corporate traveller and SUVs or 4WDs that would make the perfect accompaniment for a family holiday. Choose Avis for great service and best value car hire in Taupo .""","3.7
(15) · Car rental agency"
154,Nz auto rental,5.0,1,Car rental agency,Closed ⋅ Opens 9 am · +64 3 428 2095,N/A,https://nzautorental.co.nz/,N/A,"5.0
(1) · Car rental agency"
155,Luxury Car Rentals NZ,4.0,3,Car rental agency,Closed ⋅ Opens 9 am · +64 21 139 4367,N/A,http://www.luxurycarrentalsnewzealand.co.nz/,N/A,"4.0
(3) · Car rental agency"
156,Budget Car & Truck Rental Auckland North Shore,4.5,28,Car rental agency,"Auckland, New Zealand",+64 9 443 1555,https://www.budget.co.nz/en/locations/nz/auckland-ni/ak6?utm_source=gmb&utm_medium=organic&utm_campaign=auckland-north-shore,"""Explore the diverse range of cheap car and truck hire vehicles at our North Shore Auckland City branch with Budget. Whether navigating the bustling city or embarking on a holiday, secure the best car, van, and truck hire deals at Budget Car and Truck hire in North Shore Auckland. With over 40 car hire locations in New Zealand, Budget ensures you're Good to Go. Choose Budget Car Rentals for a seamless and affordable experience, perfect for those seeking reliable and budget-friendly car rentals in North Shore Auckland.""","4.5
(28) · Car rental agency"
157,Mode Rentals,4.0,159,Car rental agency,"Wellington, New Zealand",+64 4 213 8938,https://www.moderentals.co.nz/,"""Mode Rentals Wellington Airport is a Kiwi owned, independent car rental company offering reliable vehicles for hire. Only 5 minutes from Wellington Airport in our free airport shuttle, our fleet includes economical and compact cars, SUVs, 8-seater people movers, and 10 and 12-seater vans. Enjoy Kiwi hospitality during normal hours and with a small after-hours fee for early or late arrivals. Extra items such as baby car seats, infant capsules or GPS can be hired, but our staff will share our local knowledge about New Zealand for free. We offer drop-off options at any of our branches across New Zealand. Whatever your vehicle needs, visiting family or friends, road trip, function or business travel, we’d be honoured to help you find your mode.""","4.0
(159) · Car rental agency"
158,Hertz Car Rental Greymouth Railway Station,4.1,15,Car rental agency,"Greymouth, New Zealand",+64 3 768 0196,https://www.hertz.co.nz/p/car-rentals/new-zealand/greymouth/greymouth-railway-station?utm_source=google&utm_medium=local&utm_campaign=gmb_listing&utm_content=greymouth%20railway%20station,N/A,"4.1
(15) · Car rental agency"
159,Pegasus Rental Cars Wellington,4.3,52,Car rental agency,"Wellington, New Zealand",+64 800 354 507,https://www.rentalcars.co.nz/pegasus-locations/wellington/,"""We are located on 5B Tauhinu Road and we're open 7 days from 8am - 5pm.
We provide a pick-up service from many Wellington locations. Notify us if you need a transfer from the Wellington Airport, Inter-island ferry terminals, Central Railway Station or your accommodation.
We provide a wide range of cars at competitive prices.
Don't hesitate, book online today! Enjoy faster reservations and a hassle-free car hire booking process with Pegasus.""","4.3
(52) · Car rental agency"
160,Hertz Car Rental Nelson Airport,3.9,10,Car rental agency,"Nelson, New Zealand",+64 3 547 2299,https://www.hertz.co.nz/p/car-rentals/new-zealand/nelson/nelson-airport?utm_source=google&utm_medium=local&utm_campaign=gmb_listing&utm_content=nelson%20airport,N/A,"3.9
(10) · Car rental agency"
161,"Rite Price Rentals (Whanganui) - Car, Van & Truck Rentals",4.9,89,Car rental agency,"Whanganui, New Zealand",+64 6 348 7384,http://www.ritepricerentals.co.nz/,N/A,"4.9
(89) · Car rental agency"
